,ID,Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
,194,"Sey, B.K., Whalen, J.K., Gregorich, E.G., Rochette, P., Cue, R.I.",24391342300;7102836237;7004740684;7006811223;6701478267;,Carbon dioxide and nitrous oxide content in soils under corn and soybean,2008,Soil Science Society of America Journal,72,4,,931,938,,20,10.2136/sssaj2007.0093,https://www.scopus.com/inward/record.uri?eid=2-s2.0-47249163718&doi=10.2136%2fsssaj2007.0093&partnerID=40&md5=754a7becdd1358d72b590c142484ac3f,Article,Final,,Scopus,2-s2.0-47249163718
,195,"Yang, X.M., Drury, C.F., Zhang, T.Q., Ajakaiye, A., Forsberg, C.W., Fan, M.Z., Philip, J.P.",55683814200;7102825449;7404373735;6506872204;7103045907;7201970994;14071969700;,Short-term carbon dioxide emissions and denitrification losses from soils amended with low-P manure from genetically modified pigs,2008,Nutrient Cycling in Agroecosystems,80,2,,153,160,,6,10.1007/s10705-007-9128-0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-38649101588&doi=10.1007%2fs10705-007-9128-0&partnerID=40&md5=2cddea0e5828536f8dd976757fc3ff7b,Article,Final,,Scopus,2-s2.0-38649101588
,196,"Gao, Z., Desjardins, R.L., van Haarlem, R.P., Flesch, T.K.",18934353700;7102933062;25923218000;6602858717;,Estimating gas emissions from multiple sources using a backward Lagrangian Stochastic model,2008,Journal of the Air and Waste Management Association,58,11,,1415,1421,,19,10.3155/1047-3289.58.11.1415,https://www.scopus.com/inward/record.uri?eid=2-s2.0-57449107817&doi=10.3155%2f1047-3289.58.11.1415&partnerID=40&md5=21ab83f481e9b98670a9d616539bb9bf,Article,Final,,Scopus,2-s2.0-57449107817
,197,"Sun, G., Guo, H., Peterson, J., Predicala, B., Laguë, C.",35238661300;7404404486;57199320263;6507535762;7003499246;,"Diurnal odor, ammonia, hydrogen sulfide, and carbon dioxide emission profiles of confined swine grower/finisher rooms",2008,Journal of the Air and Waste Management Association,58,11,,1434,1448,,45,10.3155/1047-3289.58.11.1434,https://www.scopus.com/inward/record.uri?eid=2-s2.0-57449087432&doi=10.3155%2f1047-3289.58.11.1434&partnerID=40&md5=0200349df9f46088105e7fbf5a96c973,Article,Final,,Scopus,2-s2.0-57449087432
,198,"Smith, E., Gordon, R., Bourque, C., Campbell, A.",56852607900;56653882200;7006002692;7403505082;,"Management strategies to simultaneously reduce ammonia, nitrous oxide and odour emissions from surface-applied swine manure",2008,Canadian Journal of Soil Science,88,4,,571,584,,19,10.4141/CJSS07089,https://www.scopus.com/inward/record.uri?eid=2-s2.0-56849108573&doi=10.4141%2fCJSS07089&partnerID=40&md5=d4ae8af2d52c5e6760182619e1229533,Article,Final,,Scopus,2-s2.0-56849108573
Micro,199,"Pattey, E., Blackburn, L.G., Strachan, I.B., Desjardins, R., Dow, D.",7003533081;8620168800;7005859802;7102933062;23102575200;,Spring thaw and growing season N2O emissions from a field planted with edible peas and a cover crop,2008,Canadian Journal of Soil Science,88,2,,241,249,,22,10.4141/CJSS06035,https://www.scopus.com/inward/record.uri?eid=2-s2.0-43949142789&doi=10.4141%2fCJSS06035&partnerID=40&md5=fe89e6f011e86c6a2ff8ab4c78f9a2bc,Article,Final,,Scopus,2-s2.0-43949142789
,200,"Mkhabela, M.S., Gordon, R., Burton, D., Madani, A., Hart, W.",6506375432;56653882200;7401576925;7004409512;7202108891;,Nitrous oxide emissions and soil mineral nitrogen status following application of hog slurry and inorganic fertilisers to acidic soils under forage grass,2008,Canadian Journal of Soil Science,88,2,,145,151,,7,10.4141/CJSS06024,https://www.scopus.com/inward/record.uri?eid=2-s2.0-43949086876&doi=10.4141%2fCJSS06024&partnerID=40&md5=3b055702160e15504bc511f4d2fa37d9,Article,Final,,Scopus,2-s2.0-43949086876
,201,"Rochette, P., Angers, D.A., Chantigny, M.H., Gagnon, B., Bertrand, N.",7006811223;56229128600;6603601520;7004297819;7005281616;,N2O fluxes in soils of contrasting textures fertilized with liquid and solid dairy cattle manures,2008,Canadian Journal of Soil Science,88,2,,175,187,,112,10.4141/CJSS06016,https://www.scopus.com/inward/record.uri?eid=2-s2.0-43949085047&doi=10.4141%2fCJSS06016&partnerID=40&md5=67edfa8c5b666f854bb543e64dcd313f,Article,Final,,Scopus,2-s2.0-43949085047
,202,"Vergé, X.P.C., Dyer, J.A., Desjardins, R.L., Worth, D.",15833604800;7202228403;7102933062;15830822000;,Greenhouse gas emissions from the Canadian dairy industry in 2001,2007,Agricultural Systems,94,3,,683,693,,89,10.1016/j.agsy.2007.02.008,https://www.scopus.com/inward/record.uri?eid=2-s2.0-34249731978&doi=10.1016%2fj.agsy.2007.02.008&partnerID=40&md5=479b93121f9ca7ca21df025fd66baaff,Article,Final,,Scopus,2-s2.0-34249731978
,203,"Levin, D.B., Zhu, H., Beland, M., Cicek, N., Holbein, B.E.",24565886400;14520127300;14519102400;6602743322;6603806660;,Potential for hydrogen and methane production from biomass residues in Canada,2007,Bioresource Technology,98,3,,654,660,,83,10.1016/j.biortech.2006.02.027,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33748625699&doi=10.1016%2fj.biortech.2006.02.027&partnerID=40&md5=836b815b722c65782ae2b0329e0eac87,Article,Final,,Scopus,2-s2.0-33748625699
,204,"Hutchinson, J.J., Grant, B.B., Smith, W.N., Desjardins, R.L., Campbell, C.A., Worth, D.E., Vergé, X.P.",15831666800;8503817300;56328807300;7102933062;7403368476;15830822000;15833604800;,Estimates of direct nitrous oxide emissions from Canadian agroecosystems and their uncertainties,2007,Canadian Journal of Soil Science,87,2 SPEC. ISS.,,141,152,,12,10.4141/s06-066,https://www.scopus.com/inward/record.uri?eid=2-s2.0-34249729021&doi=10.4141%2fs06-066&partnerID=40&md5=9d4e6dae4143c8e7747f986c9d748441,Conference Paper,Final,,Scopus,2-s2.0-34249729021
,205,"Chantigny, M.H., Angers, D.A., Rochette, P., Bélanger, G., Massé, D., Côté, D.",6603601520;56229128600;7006811223;55584175400;7006105335;7005420319;,Gaseous nitrogen emissions and forage nitrogen uptake on soils fertilized with raw and treated swine manure,2007,Journal of Environmental Quality,36,6,,1864,1872,,128,10.2134/jeq2007.0083,https://www.scopus.com/inward/record.uri?eid=2-s2.0-36248942562&doi=10.2134%2fjeq2007.0083&partnerID=40&md5=652be0b95a68dc28b5f83a723e569a07,Article,Final,,Scopus,2-s2.0-36248942562
,206,"Xu, S., Hao, X., Stanford, K., McAllister, T.A., Larney, F.J., Wang, J.",16302570400;7202000550;7004071933;7102068695;7004265800;56379136600;,Greenhouse gas emissions during co-composting of calf mortalities with manure,2007,Journal of Environmental Quality,36,6,,1914,1919,,10,10.2134/jeq2007.0080,https://www.scopus.com/inward/record.uri?eid=2-s2.0-36248931556&doi=10.2134%2fjeq2007.0080&partnerID=40&md5=3c96219673503b5d39a3af1bc6a43084,Article,Final,,Scopus,2-s2.0-36248931556
,207,"Xu, S., Hao, X., Stanford, K., McAllister, T., Larney, F.J., Wang, J.",16302570400;7202000550;7004071933;7102068695;7004265800;56379136600;,Greenhouse gas emissions during co-composting of cattle mortalities with manure,2007,Nutrient Cycling in Agroecosystems,78,2,,177,187,,34,10.1007/s10705-006-9083-1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-34247896956&doi=10.1007%2fs10705-006-9083-1&partnerID=40&md5=1f44f0336755b3c8b5df9c46613d9b13,Article,Final,,Scopus,2-s2.0-34247896956
,208,"Hao, X.",7202000550;,Nitrate accumulation and greenhouse gas emissions during compost storage,2007,Nutrient Cycling in Agroecosystems,78,2,,189,195,,12,10.1007/s10705-006-9084-0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-34247846028&doi=10.1007%2fs10705-006-9084-0&partnerID=40&md5=7c5ee3ea234e80bba6007677155028a6,Article,Final,,Scopus,2-s2.0-34247846028
,209,"Hao, X., McAllister, T.A., Wang, Y.",7202000550;7102068695;7601491597;,Effect of a lignite-coal extract on nutrient composition and gas emissions from cattle feedlot manure,2007,Canadian Journal of Soil Science,87,3,,281,290,,3,10.4141/CJSS06019,https://www.scopus.com/inward/record.uri?eid=2-s2.0-34347361600&doi=10.4141%2fCJSS06019&partnerID=40&md5=67d98e5833e1c5b783021a3f44922aa4,Article,Final,,Scopus,2-s2.0-34347361600
,210,"Angers, D.A., Rochette, P., Chantigny, M.H., Lapierre, H.",56229128600;7006811223;6603601520;7005470530;,Use of 13C abundance to study short-term pig slurry decomposition in the field,2007,Soil Biology and Biochemistry,39,5,,1234,1237,,19,10.1016/j.soilbio.2006.12.028,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33847688565&doi=10.1016%2fj.soilbio.2006.12.028&partnerID=40&md5=23b256012dca53829bc3c3a3939fbf8f,Article,Final,,Scopus,2-s2.0-33847688565
,211,"Wagner-Riddle, C., Park, K.-H., Thurtell, G.W.",6701603287;7408066374;6701651863;,A micrometeorological mass balance approach for greenhouse gas flux measurements from stored animal manure,2006,Agricultural and Forest Meteorology,136,04-Mar,,175,187,,30,10.1016/j.agrformet.2004.11.014,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33646092067&doi=10.1016%2fj.agrformet.2004.11.014&partnerID=40&md5=d91283c17567334816500c93b6317815,Article,Final,,Scopus,2-s2.0-33646092067
,212,"Park, K.-H., Thompson, A.G., Marinier, M., Clark, K., Wagner-Riddle, C.",7408066374;56318548800;6507205194;57196909454;6701603287;,Greenhouse gas emissions from stored liquid swine manure in a cold climate,2006,Atmospheric Environment,40,4,,618,627,,84,10.1016/j.atmosenv.2005.09.075,https://www.scopus.com/inward/record.uri?eid=2-s2.0-29344462765&doi=10.1016%2fj.atmosenv.2005.09.075&partnerID=40&md5=4dc5ae1d60892a02e71105aca1177be6,Article,Final,,Scopus,2-s2.0-29344462765
,213,"Mkhabela, M.S., Gordon, R., Burton, D., Madani, A., Hart, W., Elmi, A.",6506375432;56653882200;7401576925;7004409512;7202108891;7004370686;,Ammonia and nitrous oxide emissions from two acidic soils of Nova Scotia fertilised with liquid hog manure mixed with or without dicyandiamide,2006,Chemosphere,65,8,,1381,1387,,29,10.1016/j.chemosphere.2006.04.062,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33748913428&doi=10.1016%2fj.chemosphere.2006.04.062&partnerID=40&md5=c4e98d15627fa2093c0beba184630708,Article,Final,,Scopus,2-s2.0-33748913428
,214,"Mkhabela, M.S., Gordon, R., Burton, D., Madani, A., Hart, W.",6506375432;56653882200;7401576925;7004409512;7202108891;,"Effect of lime, dicyandiamide and soil water content on ammonia and nitrous oxide emissions following application of liquid hog manure to a marshland soil",2006,Plant and Soil,284,02-Jan,,351,361,,47,10.1007/s11104-006-0056-6,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33746420586&doi=10.1007%2fs11104-006-0056-6&partnerID=40&md5=72e77809a8b8734eaa3d05777c691339,Article,Final,,Scopus,2-s2.0-33746420586
,215,"Rochette, P., Angers, D.A., Chantigny, M.H., Gagnon, B., Bertrand, N.",7006811223;56229128600;6603601520;7004297819;7005281616;,In situ mineralization of dairy cattle manures as determined using soil-surface carbon dioxide fluxes,2006,Soil Science Society of America Journal,70,3,,744,752,,29,10.2136/sssaj2005.0242,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33646563713&doi=10.2136%2fsssaj2005.0242&partnerID=40&md5=0235b71368a6713e71aff8086a41a31e,Article,Final,,Scopus,2-s2.0-33646563713
,216,"Laguë, C., Gaudet, É., Agnew, J., Fonstad, T.A.",7003499246;14520324700;10440839200;6506843551;,Greenhouse gas emissions from liquid swine manure storage facilities in Saskatchewan,2005,Transactions of the American Society of Agricultural Engineers,48,6,,2289,2296,,33,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-32244449125&partnerID=40&md5=cb3d08658e48af351e3f55e1c8f45450,Article,Final,,Scopus,2-s2.0-32244449125
,217,"Pattey, E., Trzcinski, M.K., Desjardins, R.L.",7003533081;6602259615;7102933062;,Quantifying the reduction of greenhouse gas emissions as a result of composting dairy and beef cattle manure,2005,Nutrient Cycling in Agroecosystems,72,2,,173,187,,101,10.1007/s10705-005-1268-5,https://www.scopus.com/inward/record.uri?eid=2-s2.0-26444607004&doi=10.1007%2fs10705-005-1268-5&partnerID=40&md5=7f71cae9149643a58321791036a1f607,Article,Final,,Scopus,2-s2.0-26444607004
,218,"Pennock, D., Farrell, R., Desjardins, R., Pattey, E., MacPherson, J.I.",7005052158;7202862864;7102933062;7003533081;7101973428;,Upscaling chamber-based measurements of N2O emissions at snowmelt,2005,Canadian Journal of Soil Science,85,1,,113,125,,18,10.4141/S04-040,https://www.scopus.com/inward/record.uri?eid=2-s2.0-20444489983&doi=10.4141%2fS04-040&partnerID=40&md5=1bd48c183cc26974fe15fb31b76508fe,Article,Final,,Scopus,2-s2.0-20444489983
,219,"Clark, O.G., Moehn, S., Edeogu, I., Price, J., Leonard, J.",10440695500;6507708279;10439715100;57198904257;57196893905;,Manipulation of dietary protein and nonstarch polysaccharide to control swine manure emissions,2005,Journal of Environmental Quality,34,5,,1461,1466,,50,10.2134/jeq2004.0434,https://www.scopus.com/inward/record.uri?eid=2-s2.0-25844439529&doi=10.2134%2fjeq2004.0434&partnerID=40&md5=67ff1ffca833fcd2e65242a4d7e7b1bc,Article,Final,,Scopus,2-s2.0-25844439529
,220,"Hao, X., Mir, P.S., Shah, M.A., Travis, G.R.",7202000550;7006424791;56295462500;7006410107;,Influence of canola and sunflower diet amendments on cattle feedlot manure,2005,Journal of Environmental Quality,34,4,,1439,1445,,13,10.2134/jeq2004.0455,https://www.scopus.com/inward/record.uri?eid=2-s2.0-22944473296&doi=10.2134%2fjeq2004.0455&partnerID=40&md5=6cd723d48b2599439fd213c303f1c5c9,Article,Final,,Scopus,2-s2.0-22944473296
,221,"Helgason, B.L., Larney, F.J., Janzen, H.H.",8618576500;7004265800;7005291724;,Estimating carbon retention in soils amended with composted beef cattle manure,2005,Canadian Journal of Soil Science,85,1,,39,46,,21,10.4141/S04-049,https://www.scopus.com/inward/record.uri?eid=2-s2.0-20444444319&doi=10.4141%2fS04-049&partnerID=40&md5=338126f8ba9bc5dfc639cfc2dc7b5b57,Article,Final,,Scopus,2-s2.0-20444444319
,222,"Rochette, P., Angers, D.A., Chantigny, M.H., Bertrand, N., Côté, D.",7006811223;56229128600;6603601520;7005281616;7005420319;,Carbon dioxide and nitrous oxide emissions following fall and spring applications of pig slurry to an agricultural soil,2004,Soil Science Society of America Journal,68,4,,1410,1420,,112,10.2136/sssaj2004.1410,https://www.scopus.com/inward/record.uri?eid=2-s2.0-3142767724&doi=10.2136%2fsssaj2004.1410&partnerID=40&md5=99d5ef26a321fa5a622404b61e138f23,Article,Final,,Scopus,2-s2.0-3142767724
,223,"Sommer, S.G., McGinn, S.M., Hao, X., Larney, F.J.",24785286100;7003958724;7202000550;7004265800;,Techniques for measuring gas emissions from a composting stockpile of cattle manure,2004,Atmospheric Environment,38,28,,4643,4652,,91,10.1016/j.atmosenv.2004.05.014,https://www.scopus.com/inward/record.uri?eid=2-s2.0-3342893271&doi=10.1016%2fj.atmosenv.2004.05.014&partnerID=40&md5=252baacd7b3239ebe79a15cc870be779,Article,Final,,Scopus,2-s2.0-3342893271
,224,"Thompson, A.G., Wagner-Riddle, C., Fleming, R.",56318548800;6701603287;7201622789;,Emissions of N2O and CH4 during the composting of liquid swine manure,2004,Environmental Monitoring and Assessment,91,03-Jan,,87,104,,60,10.1023/B:EMAS.0000009231.04123.2d,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0942288078&doi=10.1023%2fB%3aEMAS.0000009231.04123.2d&partnerID=40&md5=dd07f3e792ac48f756000cf4f74f5dbb,Article,Final,,Scopus,2-s2.0-0942288078
,225,"Boadi, D.A., Wittenberg, K.M., Scott, S.L., Burton, D., Buckley, K., Small, J.A., Ominski, K.H.",6602163265;7004232752;7401506220;7401576925;36869039200;7202783729;6506052427;,Effect of low and high forage diet on enteric and manure pack greenhouse gas emissions from a feedlot,2004,Canadian Journal of Animal Science,84,3,,445,453,,72,10.4141/A03-079,https://www.scopus.com/inward/record.uri?eid=2-s2.0-9944224777&doi=10.4141%2fA03-079&partnerID=40&md5=f5f99ff44cf9559fd996e4c62b0c9c59,Article,Final,,Scopus,2-s2.0-9944224777
,226,"Yang, X.M., Drury, C.F., Reynolds, W.D., Tan, C.S.",55683814200;7102825449;35616572500;7402818349;,Nitrogen mineralization and uptake by ryegrass in a clay loam soil amended with composts or liquid pig manure,2004,Canadian Journal of Soil Science,84,1,,11,17,,9,10.4141/S03-024,https://www.scopus.com/inward/record.uri?eid=2-s2.0-2442538131&doi=10.4141%2fS03-024&partnerID=40&md5=dd2842d52b20e5541e19b003079d85cd,Article,Final,,Scopus,2-s2.0-2442538131
,227,"Hao, X., Chang, C., Larney, F.J.",7202000550;7407037649;7004265800;,"Carbon, Nitrogen Balances and Greenhouse Gas Emission during Cattle Feedlot Manure Composting",2004,Journal of Environmental Quality,33,1,,37,44,,235,10.2134/jeq2004.3700,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0345742708&doi=10.2134%2fjeq2004.3700&partnerID=40&md5=7f60bb4e0689c6928b2ef395f3d38882,Article,Final,,Scopus,2-s2.0-0345742708
,228,"Massé, D.I., Croteau, F., Patni, N.K., Masse, L.",7006105335;6506604803;7003373235;7006435735;,Methane emissions from dairy cow and swine manure slurries stored at 10°C and 15°C,2003,Canadian Biosystems Engineering / Le Genie des biosystems au Canada,45,,,6.1,6.6,,64,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0345873289&partnerID=40&md5=4a70825243149da625ff6e04b0145c4c,Article,Final,,Scopus,2-s2.0-0345873289
,229,"Lalande, R., Gagnon, B., Simard, R.R.",57207652907;57207588402;7102495184;,Papermill biosolid and hog manure compost affect short-term biological activity and crop yield of a sandy soil,2003,Canadian Journal of Soil Science,83,4,,353,362,,18,10.4141/S03-004,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0242489223&doi=10.4141%2fS03-004&partnerID=40&md5=e622c63bdb84fefbb4e9bea2bd1a543f,Article,Final,,Scopus,2-s2.0-0242489223
,230,"Yang, X.M., Drury, C.F., Reynolds, W.D., Tan, C.S., McKenney, D.J.",55683814200;7102825449;35616572500;7402818349;7006555520;,Interactive effects of composts and liquid pig manure with added nitrate on soil carbon dioxide and nitrous oxide emissions from soil under aerobic and anaerobic conditions,2003,Canadian Journal of Soil Science,83,4,,343,352,,25,10.4141/S02-067,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0242573391&doi=10.4141%2fS02-067&partnerID=40&md5=1b8c6f71f65ce8103c0db401311b03a5,Article,Final,,Scopus,2-s2.0-0242573391
,231,"Massé, D.I., Masse, L., Croteau, F.",7006105335;7006435735;6506604803;,The effect of temperature fluctuations on psychrophilic anaerobic sequencing batch reactors treating swine manure,2003,Bioresource Technology,89,1,,57,62,,93,10.1016/S0960-8524(03)00009-9,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0037411759&doi=10.1016%2fS0960-8524%2803%2900009-9&partnerID=40&md5=76d990a026bceaed84937e63a38d39dd,Article,Final,,Scopus,2-s2.0-0037411759
,232,"Nohra, J.A., Barrington, S., Frigon, J.C., Guiot, S.R.",6507503521;7006674262;6701327689;7005531300;,In storage psychrophilic anaerobic digestion of swine slurry,2003,"Resources, Conservation and Recycling",38,1,,23,37,,23,10.1016/S0921-3449(02)00092-7,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0037376656&doi=10.1016%2fS0921-3449%2802%2900092-7&partnerID=40&md5=6c2ce8a5e6a1bf0cdc8af038b1821f30,Article,Final,,Scopus,2-s2.0-0037376656
,233,"Brown, H.A., Wagner-Riddle, C., Thurtell, G.W.",7401501060;6701603287;6701651863;,Nitrous oxide flux from a solid dairy manure pile measured using a micrometeorological mass balance method,2002,Nutrient Cycling in Agroecosystems,62,1,,53,60,,21,10.1023/A:1015172816650,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036253388&doi=10.1023%2fA%3a1015172816650&partnerID=40&md5=ea9f68f9cade5ce601e0af7254e43c83,Article,Final,,Scopus,2-s2.0-0036253388
,234,"Chantigny, M.H., Angers, D.A., Rochette, P.",6603601520;56229128600;7006811223;,Fate of carbon and nitrogen from animal manure and crop residues in wet and cold soils,2002,Soil Biology and Biochemistry,34,4,,509,517,,117,10.1016/S0038-0717(01)00209-7,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036229435&doi=10.1016%2fS0038-0717%2801%2900209-7&partnerID=40&md5=2d40891419e2726c8c4e9cb29162122d,Article,Final,,Scopus,2-s2.0-0036229435
,235,"Yang, X.M., Drury, C.F., Reynolds, W.D., McKenney, D.J., Tan, C.S., Zhang, T.Q., Fleming, R.J.",55683814200;7102825449;35616572500;7006555520;7402818349;7404373735;7201622789;,Influence of composts and liquid pig manure on CO2 and N2O emissions from a clay loam soil,2002,Canadian Journal of Soil Science,82,4,,395,401,,23,10.4141/S02-008,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036881711&doi=10.4141%2fS02-008&partnerID=40&md5=f96c36868c330d31c805a3f704696b0c,Article,Final,,Scopus,2-s2.0-0036881711
,236,"Van Bochove, E., Thériault, G., Rochette, P., Jones, H.G., Pomeroy, J.W.",6602644871;55953061700;7006811223;7402812779;24492458800;,Thick ice layers in snow and frozen soil affecting gas emissions from agricultural soils during winter,2001,Journal of Geophysical Research Atmospheres,106,D19,2000JD000044,23061,23071,,53,10.1029/2000JD000044,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0034760886&doi=10.1029%2f2000JD000044&partnerID=40&md5=7f89976ace9cc1695ef1efa8e911535a,Article,Final,"All Open Access, Green",Scopus,2-s2.0-0034760886
,237,"Hao, X., Chang, C., Larney, F.J., Travis, G.R.",7202000550;7407037649;7004265800;7006410107;,Greenhouse gas emissions during cattle feedlot manure composting,2001,Journal of Environmental Quality,30,2,,376,386,,221,10.2134/jeq2001.302376x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035011173&doi=10.2134%2fjeq2001.302376x&partnerID=40&md5=8433492c48205195af1a0ac9090cbc4a,Article,Final,,Scopus,2-s2.0-0035011173
,238,"Chantigny, M.H., Rochette, P., Angers, D.A.",6603601520;7006811223;56229128600;,Short-term C and N dynamics in a soil amended with pig slurry and barley straw: A field experiment,2001,Canadian Journal of Soil Science,81,2,,131,137,,115,10.4141/S00-046,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0034872623&doi=10.4141%2fS00-046&partnerID=40&md5=057c6e59f88bb934527566094a4fbe32,Article,Final,,Scopus,2-s2.0-0034872623
,239,"Kaharabata, S.K., Schuepp, P.H., Desjardins, R.L.",6603342441;7004165849;7102933062;,Estimating methane emissions from dairy cattle housed in a barn and feedlot using an atmospheric tracer,2000,Environmental Science and Technology,34,15,,3296,3302,,46,10.1021/es990578c,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0034253642&doi=10.1021%2fes990578c&partnerID=40&md5=1c1008062249a27ea8de1c3b7f52ab8d,Article,Final,,Scopus,2-s2.0-0034253642
,240,"Massé, D.I., Lu, D., Masse, L., Droste, R.L.",7006105335;7403079080;7006435735;7006384199;,Effect of antibiotics on psychrophilic anaerobic digestion of swine manure slurry in sequencing batch reactors,2000,Bioresource Technology,75,3,,205,211,,102,10.1016/S0960-8524(00)00046-8,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0034581430&doi=10.1016%2fS0960-8524%2800%2900046-8&partnerID=40&md5=9133e7a37c7ad9e24998dad140adb8ef,Article,Final,,Scopus,2-s2.0-0034581430
,241,"Massé, D.I., Droste, R.L.",7006105335;7006384199;,Comprehensive model of anaerobic digestion of swine manure slurry in a sequencing batch reactor,2000,Water Research,34,12,,3087,3106,,99,10.1016/S0043-1354(00)00064-6,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0034664208&doi=10.1016%2fS0043-1354%2800%2900064-6&partnerID=40&md5=28969a2993aacc6e7858132039cdf271,Article,Final,,Scopus,2-s2.0-0034664208
,242,"Rochette, P., Côté, D.",7006811223;7005420319;,CH4 fluxes and soil CH4 concentration following application of pig slurry for the 19th consecutive year,2000,Canadian Journal of Soil Science,80,2,,387,390,,5,10.4141/S99-068,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0034580058&doi=10.4141%2fS99-068&partnerID=40&md5=6aba20c3ab44536b82a99c70692a0441,Article,Final,,Scopus,2-s2.0-0034580058
,243,"Rochette, P., Van Bochove, E., Prévost, D., Angers, D.A., Côté, D., Bertrand, N.",7006811223;6602644871;7005321031;56229128600;7005420319;7005281616;,Soil carbon and nitrogen dynamics following application of pig slurry for the 19th consecutive year: II. Nitrous oxide fluxes and mineral nitrogen,2000,Soil Science Society of America Journal,64,4,,1396,1403,,144,10.2136/sssaj2000.6441396x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0034233670&doi=10.2136%2fsssaj2000.6441396x&partnerID=40&md5=17dab498a64cf870e3d2ebdc9477afd6,Article,Final,,Scopus,2-s2.0-0034233670
,244,"Rochette, P., Angers, D.A., Côté, D.",7006811223;56229128600;7005420319;,Soil carbon and nitrogen dynamics following application of pig slurry for the 19th consecutive year: I. Carbon dioxide fluxes and microbial biomass carbon,2000,Soil Science Society of America Journal,64,4,,1389,1395,,125,10.2136/sssaj2000.6441389x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0034233668&doi=10.2136%2fsssaj2000.6441389x&partnerID=40&md5=b22bc59f2f524d1ad1adab1ac44e644e,Article,Final,,Scopus,2-s2.0-0034233668
,245,"Tenuta, M., Bergstrom, D.W., Beauchamp, E.G.",6603063269;7101617212;7007168459;,Denitrifying enzyme activity and carbon availability for denitrification following manure application,2000,Communications in Soil Science and Plant Analysis,31,08-Jul,,861,876,,21,10.1080/00103620009370483,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0034107141&doi=10.1080%2f00103620009370483&partnerID=40&md5=6a44daf8b2f7699b87bb8710877c6913,Article,Final,,Scopus,2-s2.0-0034107141
,246,"Brown, H.A., Wagner-Riddle, C., Thurtell, G.W.",7401501060;6701603287;6701651863;,Nitrous oxide flux from solid dairy manure in storage as affected by water content and redox potential,2000,Journal of Environmental Quality,29,2,,630,638,,42,10.2134/jeq2000.00472425002900020034x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0034025569&doi=10.2134%2fjeq2000.00472425002900020034x&partnerID=40&md5=904641d2fb668eca4804d4cebc0410a5,Article,Final,,Scopus,2-s2.0-0034025569
,247,"Lemke, R.L., Izaurralde, R.C., Nyborg, M., Solberg, E.D.",57206399186;7004672812;57218359918;7005087050;,Tillage and N source influence soil-emitted nitrous oxide in the Alberta Parkland region,1999,Canadian Journal of Soil Science,79,1,,15,24,,117,10.4141/S98-013,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0032979164&doi=10.4141%2fS98-013&partnerID=40&md5=d51c8457197b3641ff78743975c4bfdb,Article,Final,,Scopus,2-s2.0-0032979164
,248,"Kaharabata, S.K., Schuep, P.H., Desjardins, R.L.",6603342441;57016795500;7102933062;,Methane emissions from above ground open manure slurry tanks,1998,Global Biogeochemical Cycles,12,3,,545,554,,54,10.1029/98GB01866,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0001081108&doi=10.1029%2f98GB01866&partnerID=40&md5=35316586965ca76dad5ef6ce8a403454,Article,Final,,Scopus,2-s2.0-0001081108
